a
   RHCl/A    RHpO/A   RHO/A      MRCI+Q/rotated     DW-CAS
                 -0.17101138903970986016
                 -0.27776738270206813297
                 -0.19377423399547519245
                 -0.05709700044101191641
                 -0.15480887894897207846
                  0.49989819228081233682
                 -0.21235008528572346664
                  0.00009431547680415365
                  0.10604822486012223381
                  0.07793449243306574403
                 -0.27577072432390170587
                  0.18880955522714179540
                 -0.32571159833292340213
                  0.03262220336198952408
                 -0.22157030726808840670
                  0.43109675326227625547
                  0.05735738497424312798
                 -0.35237979638530841919
                  0.24322166204857170735
                  0.08481682936358608815
                  0.41177782202407225975
                 -0.28595275686051868647
                  0.18456452439754511552
                 -0.50891551443088545170
                 -0.00629903094025370015
                 -0.27542907256538506910
                  0.03059656803325972591
                 -0.20715558090571797867
                  0.46743942609494021356
                  0.05412158136679899589
                  0.03670155001154924712
                 -0.31616975239246392082
                 -0.01131378817633713063
                 -0.20310363897501648722
                 -0.08021283950540999963
                  0.03358358442770092295
                  0.24544620617193935175
                  0.14546698443394517897
                 -0.00770646787463109308
                  0.40226980587159055780
                  0.31661474949375117971
                  0.31649739638440588241
                  0.32612960818442765509
                 -0.38993210419954960066
                 -0.01976027871967641833
                  0.26729516621293419876
                  0.04726402872591691645
                  0.06125213879893105090
                  0.06916096319138145820
                  0.39582473427548409139
                  0.05588001652723086771
                 -0.01826147763856955306
                  0.25932563205430808617
                 -0.15385794693287613288
                  0.08495402048650974036
                  0.46718836604151064984
                 -0.14629378838272777408
                 -0.13194926243387214426
                 -0.06462630447832044822
                 -0.15967139652644551928
                 -0.07945641647692000542
                  0.56010374060755696579
                  0.50390547320564349487
                 -0.39659984290269878482
                 -0.08030016908125960085
                 -0.12897592164093274469
                 -0.03343182060155116403
                  0.15855291382334932293
                 -0.29163299248569701794
                  0.27794104662829843821
                 -0.10573940641542908803
                 -0.08757061459039146289
                  0.05011462021605805894
                  0.08288700674607427099
                  0.40909787068491615392
                  0.00180432413143407190
                 -0.43318746998945989457
                  0.33104474653093873826
                 -0.35348539577821963542
                  0.17476026253358986629
                 -0.54378776225226921337
                  0.07508322273177994721
                 -0.53024578716811365808
                  0.27779531977289767530
                 -0.05111794439706222881
                 -0.12131412518195930361
                  0.35225101833905297921
                 -0.13317096334805542113
                  0.07224461445850510755
                 -0.25939012236499375819
                 -0.21862902591413410636
                  0.36052587862693308285
                  0.54225654965621106207
                  0.18881751760203102641
                 -0.35993120258555172386
                 -0.09195584647644772236
                 -0.17004120002235623144
                 -0.16279286801589290534
                  0.27360819239919942358
                  0.18779644819261434585
                  0.26104323125708966957
                 -0.28356821362334022618
                  0.17729899105051702413
                  0.19861546429254059443
                  0.14673429160508319469
                  0.06730653804963086795
                 -0.00762766564410074198
                 -0.34744337829590021816
                  0.10220636810307789921
                  0.26643314919133664898
                  0.31540386465105785252
                 -0.24445780468257485851
                  0.12362316072960069513
                  0.10651985814873701774
                 -0.46760780123938627817
                  0.08364028773194447097
                 -0.12133549099021559425
                 -0.06153998084670694174
                  0.36109402993742534260
                  0.09758255197274301462
                  0.28821786835445312169
                 -0.21486121734125218641
                  0.44664845748467563169
                 -0.21151639196535321208
                 -0.25131465132990610245
                 -0.44684089701306844988
                  0.30748123930950072014
                 -0.02945248557404170700
                  0.43239263750664802544
                 -0.18338532516766925529
                 -0.05775849687254748510
                  0.04127531864665172356
                 -0.00929170981149872281
                 -0.09709535258506094002
                  0.42865277209597013597
                 -0.07828069332641404698
                  0.42243610005407422614
                  0.13561448351502011778
                 -0.22205568276312762088
                  0.19763962386120637049
                 -0.28584287752118092696
                  0.05334460449821779027
                  0.54632374864443589146
                 -0.17994815328626737050
                 -0.10284819713801632290
                  0.11824051193126142167
                  0.27939808901088358795
                  0.36885246269135613106
                  0.03397281159159558361
                  0.22069194668268515835
                 -0.27230718804452769266
                  0.08691824879861326236
                  0.43805276526408259974
                 -0.59782066228792596352
                  0.05392690402822283846
                  0.26851508972905030470
                 -0.33378355443181390028
                  0.23068378747493831216
                  0.28261847706311221673
                  0.00605530692161825729
                 -0.62326801869034531567
                 -0.32512996250454445635
                  0.38733810742539870331
                  0.16087537429860784832
                  0.23178035913926589573
                 -0.66055459148998907359
                  0.59719494785717031071
                  0.17690030563927097718
                 -0.05935214933226262007
                 -0.81814166669555876688
                  0.06195544661377948292
                  0.14924805644530358961
                 -0.42186606388181291383
                  0.56811218551744557814
                  0.20249359881263759298
                  0.27173191816975067470
                 -0.04177948684356148912
                  0.08644207387101592033
                 -0.09395859394584894775
                 -0.30020630938095149709
                 -0.52182502434390221069
                 -0.08862293385067618323
                 -0.05374074560909355286
                 -0.08132956893582792002
                  0.02441488293796269943
                  0.64958556644022513726
                  0.41253464244919818560
                  0.42847581791826527819
                  0.17694476947556700419
                 -0.03913257045511303600
                 -0.09871726163370506124
                  0.30309671510963542840
                 -0.22484733077491828035
                 -0.27308030946481287593
                 -0.52194233416424595795
                 -0.01334068225511383064
                 -0.19300688598974929944
                  0.40681995783674240741
                 -0.00805504889147825448
                 -0.18920194536491261039
                  0.50241650798872594663
                 -0.37117634306883634521
                  0.07440468948152270667
                 -0.26456572998313704348
                  0.04024450695418187174
                  0.10326504753482471100
                 -0.19557001720840516690
                 -0.04697041173837021577
                 -0.39725974368375649437
                  0.24191958750326719718
                 -0.46968557752488399037
                 -0.19502504222080596641
                 -0.25161912248557766203
                  0.47029056682076558760
                  0.57452777040229319194
                  0.02931108968591976394
                 -0.08139962012997986607
                  0.17818702836155264624
                 -0.20630816695889761525
                 -0.37908491310197611757
                 -0.34810111077794503309
                  0.36037776496514239977
                  0.29471709906800436229
                 -0.04624172904850796378
                 -0.61362969290922264598
                  0.18840078051935002512
                 -0.31417352124890346454
                 -0.23607607644210237829
                 -0.07215253251251152466
                  0.29941510148601530039
                  0.03634546632248123604
                  0.51469692722207605051
                 -0.27787824090495744089
                 -0.59098695662526312677
                  0.20051330078285672931
                  0.22662238164963247056
                 -0.35123011571041679035
                 -0.03897363762908716278
                 -0.28489231568081629931
                 -0.45942584322358837046
                 -0.10659576844770195236
                 -0.02966343256193968228
                 -0.27566735913223622267
                  0.23454265385942790756
                  0.14495600139215941704
                 -0.05298121569831086564
                  0.15996224740678899323
                  0.15625649527216822765
                 -0.30673570365062013954
                  0.17184970626833048768
                  0.02751640696252202409
                  0.32077616899928346195
                  0.04320963808761154462
                 -0.09020758295544578642
                  0.15437074616095275426
                  0.52246726336988336126
                 -0.00482194968687198796
                  0.75319344054028858348
                 -0.22588835993828054738
                  0.37535743817458994132
                 -0.57893662813063051509
                 -0.48789823086947481379
                 -0.09037463537651004020
                  0.07499967342517370461
                  0.00840760145263268199
                 -0.03859217262908742896
                  0.48289100225866909977
                  0.03636504239286580953
                 -0.23100519653842901957
                 -0.03559905973219408548
                  0.04293303660266199057
                 -0.14097078656160955124
                  0.28920567636708632842
                  0.27213727815743771199
                  0.71993904319812240811
                 -0.21661134445588159370
                  0.38354833093909235231
                 -0.02957845167176681445
                  0.30228840002185941582
                 -0.30803699474290840987
                  0.06443281858350143054
                 -0.31416002592005348726
                 -0.09273444640349304269
                  0.06117064599667078328
                 -0.27201233978573613470
                  0.25068190062938822127
                 -0.31131768523266545312
                  0.21713180012052601953
                 -0.00185384726148608153
                 -0.06584210085076988572
                 -0.11797765083871716851
                 -0.09260808503374456935
                 -0.53648836234202179618
                  0.07068819723166842872
                 -0.02459158821212400342
                  0.56439845860816395540
                  0.26361628623595145804
                  0.06107788560911343867
                  0.22051976301065054353
                  0.33737242404842993082
                 -0.04943411372672457116
                 -0.10385009991376234484
                  0.05218420999236615676
                 -0.27110269846175777397
                 -0.21247754875751936887
                  0.75741356751439747885
                  0.35304940959919856036
                 -0.18123607538986546972
                  0.06576025521975750743
                 -0.14038699069380841666
                  0.42625268802286686576
                 -0.26886931427812665873
                  0.01813980538282670280
                  0.12258810973023440138
                  0.78851810310845360519
                 -0.27697625817579180074
                  0.48378974810257913131
                  0.37893318665673458856
                  0.07064498699323096265
                  0.48493498404013202219
                 -0.04070042531774845096
                 -0.48454921537211559368
                  0.21334080622353912560
                 -0.15832562759127435936
                  0.28708669110087248200
                  0.07179906406012462328
                 -0.37436957406503867940
                  0.35140718948680582656
                 -0.07032000385405368093
                 -0.02772602956484255393
                 -0.36330890199761850523
                  0.04669227229826806297
                 -0.24944166639420070619
                 -0.05955672324756304536
                 -0.36141530623396100896
                  0.03180695468208455390
                  0.35607373462383773433
                 -0.14322919647901294349
                  0.04554394623491760108
                 -0.15147350822916283430
                 -0.14399550135036676135
                 -0.34647459900912225272
                  0.00012221960651632828
                 -0.29950118682506371437
                  0.20521998116294787318
                 -0.46125433870967136318
                 -0.03793150665444025571
                  0.48346109376502749422
                 -0.12281714728858683650
                  0.05644352225962680214
                 -0.02663541786209498718
                  0.76740278984027898712
                 -0.25094501391801271595
                  0.06115224947835390390
                  0.12210524527112538717
                  0.28163414426847088734
                 -0.27158030019503848207
                  0.19975404648266464891
                  0.48734843883120720909
                 -0.02156264837605656112
                  0.55636087911585785371
                 -0.09813376625793247821
                  0.11389320683570366977
                  0.00667029555931849920
                 -0.39705105403723234270
                  0.21502704524090807126
                 -0.07495690053450387857
                 -0.53587405213876293519
                  0.29084354754428543011
                 -0.26027926168631071446
                 -0.34076542512908558624
                  0.26628908322679606391
                 -0.24102063886768759771
                  0.16083083028176348162
                  0.13421230259392305517
                  0.55203109220360135900
                  0.60235648103283356836
                 -0.43879040042084899165
                 -0.23596480009006268186
                 -0.09099821243297752382
                  0.34489887525307189042
                  0.22498365649934320976
                  0.19197467084871558396
                 -0.05034817743214310692
                 -0.34309367244846677991
                 -0.07278791160328931809
                 -0.03271880919451788938
                 -0.04137294553680833514
                 -0.21751843506744700241
                 -0.36401177101820947346
                  0.09017607590081175295
                  0.62318765445132984215
                  0.33648052422592600319
                  0.08507280762215085890
                  0.10406963900511924381
                 -0.37530973591417965407
                 -0.21362922039850648637
                  0.20176714287758265587
                  0.20155404671934962213
                  0.30409267339043338785
                 -0.13255842142330459543
                  0.01566029448807083196
                 -0.13582727729408869410
                  0.32090390831697668261
                 -0.05435505227189044164
                  0.39543162534841186373
                 -0.58957346591800308122
                  0.09915454827619607503
                 -0.36253512438965995734
                 -0.19058002448308680732
                  0.27564056095038408367
                 -0.00970334708584681509
                  0.22361683291839704046
                 -0.21612160345336500766
                  0.01562097227140794853
                 -0.29954376059995591053
                  0.29655785143855489805
                 -0.11028860690668321198
                 -0.15624221305118643488
                  0.09370982017482580584
                  0.18011266055963856547
                  0.01969494533025803809
                  0.46471961233336445130
                 -0.40668481037224080143
                  0.22417859711238069531
                  0.07934809007304109707
                 -0.11117836648642720476
                  0.06883049223709343523
                 -0.14118181582773395299
                 -0.28590612408143206702
                  0.42807973394672743650
                  0.09108935194472567165
                 -0.02666190750067401471
                 -0.21694638236962091038
                 -0.04398008721859569120
                 -0.49454337893850330854
                 -0.31015012874662256648
                 -0.06564794310175718628
                 -0.25512302972974465476
                 -0.17759803238772248202
                  0.29818496557283435955
                  0.08474509085881892778
                  0.38417774442516727795
                 -0.25014630920124242275
                  0.00551170287133836197
                  0.20853722100465207911
                  0.01231843216983360967
                 -0.22281450531548890881
                  0.62065297951521758435
                  0.40190034658575707338
                  0.08055215631298616452
                 -0.35234741174584127688
                  0.83684820598796172408
                  0.83801985045248150730
                 -0.08228920481241876195
                 -0.64538768784498268261
                 -0.88328971159845803829
                  0.17274961772577690500
                  0.44915763286875437510
                  0.44189495846808835022
                 -0.03144138966138218527
                  0.55728729106615193523
                 -0.39910377597651730541
                  0.22358717777485237477
                  0.17292793576816886669
                  0.03328203375930941649
                  0.29876856507210119984
                  0.02750871881190670304
                 -0.14875131080205558631
                  0.63409570907824397423
                  0.43334523257183354961
                  0.70111882805544345487
                 -1.35693363892831420081
                 -0.61539204400398928030
                 -0.27198614641151980242
                  0.55385647496810497259
                 -0.22830647433535458668
                  0.05445554577223294529
                  0.76995426744256001417
                 -0.67364033514771792799
                  0.34558689204971632103
                 -0.05824310147776809443
                 -0.30878309417442517670
                 -0.10003404599908051475
                 -0.40187058040413764504
                 -0.53874767899960052109
                  0.67347226507199120515
                 -0.09457845436454802301
                  0.58897181123584485540
                  0.65522044154399228244
                 -0.05463901203268756862
                 -0.04234229514380326298
                 -0.49433734504486243067
                 -0.04704216571103975869
                  0.04307586623497228207
                 -0.58565721737607723263
                 -0.01934862168526655518
                 -0.08179855016694714820
                  0.01941989461930580807
                 -0.02210199693883193456
                 -0.21573820314160363498
                 -0.52663429416858031917
                  0.18220576293550813651
                  0.16224661773006890386
                 -0.34316131149690276558
                 -0.10404262397719087063
                 -0.00458412682106103947
                 -0.35491485979911313597
                  0.25936758778260765590
                 -0.22922755996976762471
                  0.16437879154475609766
                  0.41347968348891639412
                  0.02364446300665763723
                  0.01631792721038446622
                  0.34255515243939493875
                  0.08620276071393420669
                  0.22197238369481381293
                 -0.36948603378512245854
                 -0.24186656258664193664
                  0.43201420618854508016
                 -0.47170425850191560757
                  0.41006742599468826160
                 -0.02069746599212004406
                  0.62997243063963492826
                  0.05945988066007303063
                 -0.16857121631876728629
                 -0.24436194740334310493
                  0.46541211984086761078
                  0.00167779720097120146
                 -0.11960687599344647924
                 -0.11876606717090143484
                  0.21206678614186882936
                 -0.13164070275480835304
                 -0.20789314385280754927
                 -0.21871895852104281111
                  0.36492135294009286905
                 -0.00984946729288018602
                 -0.04818469629477677152
                 -0.44354392417801147275
                 -0.07743562824832875280
                  0.27865640312996242667
                  0.16938221332072939118
                 -0.52204933055455982061
                 -0.20404089364201447032
                 -0.27006080230328244340
                  0.13898880314433106897
                  0.31150176772436155570
                 -0.59154910906115898417
                 -0.33581798725954514762
                 -0.38245205541112037295
                  0.13632658380482640115
                 -0.19345449615716667213
                  0.19059556235921248923
                  0.64024178187706637377
                  0.22004123523527402417
                 -0.03589371871022450922
                 -0.42287192281606861277
                  0.01498383867834774882
                  0.13644849854276822065
                 -0.25493732878747776827
                  0.88339143430097555321
                 -0.00647456635231740546
                  0.01831927390469481609
                 -0.32837765977870259082
                  0.14636842341742073437
                  0.15821925808136660940
                  0.44792244284941967747
                 -0.10069236373172238408
                  0.25592158006452681018
                 -0.19857130754133170414
                  0.44476817957113262691
                  0.04582800632596713969
                 -0.65671523417978394654
                  0.16471276162782272356
                  0.07508503695364071584
                 -0.04179549678439060945
                  0.11785119411843053561
                  0.03207655120196621634
                  0.29457674420878965371
                 -0.57688399674667967254
                  0.15000553453790529956
                 -0.75145445265227095444
                 -0.04574760099084759779
                  0.09367025027120597092
                 -0.20018369906449975937
                  0.08077352129698867067
                 -0.09400391499823269881
                 -0.03982940173886352631
                  0.15981445155691609283
                  0.52427567147728815211
                 -0.43474244445565773942
                  0.12347579375942593916
                 -0.12739346911094773240
                  0.18329407324539342961
                 -0.14178102119389984770
                  0.46926455108637354918
                  0.06033414585457135687
                 -0.24624840500754954786
                 -0.01668938596814224795
                 -0.21372378940024958083
                  0.04852453214242968826
                 -0.32495660755089661453
                  0.19793015284008985688
                  0.24794249283497551972
                  0.28570045984291864150
                 -0.14377991966818881586
                 -0.46572874570126915339
                  0.09147141960367724534
                 -0.02233740012861815463
                  0.00131413673321286936
                  0.12430856090475192466
                 -0.52468927036518564488
                 -0.00970265277678102923
                  0.14357588883270117064
                 -0.10705531669925293092
                  0.26463774849747262463
                  0.45891084646445179374
                 -0.29204550526219569262
                 -0.26355661491650922423
                  0.41734272403957295428
                 -0.03270212823735851870
                 -0.09244413201653611800
                 -0.43696771587656296765
                  0.01475334633242178853
                  0.43952567639051648429
                  0.91842437427071188516
                  0.67659725837756135025
                 -0.28657973051117308083
                 -0.08216711846644034201
                 -0.15451008342456540312
                  0.31633521243951429058
                  0.26358832676130344863
                  0.40944053886567621792
                  0.05953331218166608985
                 -0.12746985493311582816
                 -0.05451949651342656578
                 -0.13928409154116966340
                  0.29370922237814273137
                  0.63582900783542117829
                  0.21982882005992029906
                  0.46924991275875715946
                 -0.31541636428040981110
                 -0.12935814787604785203
                  0.20938880714908922331
                 -0.08617242744586524339
                 -0.39252797204770134565
                 -0.19018923687008795764
                  0.07546840266202228809
                 -0.00073682928904193323
                 -0.10439839072785717100
                 -0.56292587643893110538
                 -0.09661519745707802809
                 -0.20090240139452492096
                  0.10196257636934455415
                  0.07905052834900631875
                 -0.45352447134496132186
                  0.02317550232087230849
                  0.25440904529292790448
                 -0.23231791055834755122
                  0.24071468893561456803
                  0.33766930352873641974
                 -0.16227201606233060405
                 -0.26157415482675505647
                 -0.16693997336302893175
                 -0.10310947497409994611
                  0.42449558374639523306
                  0.23957616395705313983
                  0.01622709717155847164
                 -0.18593535057225177298
                 -0.19511302718161557812
                  0.01910350334042705545
                  0.33755833748471369971
                  0.03328686786615510373
                 -0.49687770867906422279
                  0.20480991633054695944
                  0.02294758737235711582
                  0.17052625496023868235
                 -0.24546115001263799082
                 -0.11868772234919183761
                  0.09051092231031190871
                  0.00415913070722972924
                  0.14249217568381691845
                 -0.21519651586818455691
                 -0.34150855904352106496
                  0.32868524685760092119
                  0.04081724366170286916
                 -0.18886752959917563199
                 -0.45788121363073963632
                 -0.28764973614026001503
                  0.27273485335949021469
                  0.12630104933930186295
                  0.24865235549358816192
                 -0.01931836012856087692
                 -0.20256095454331640715
                 -0.01375570617998233061
                 -0.13018681660022204949
                  0.09837358718927527446
                 -0.09845714500441365979
                 -0.09834678746706576602
                 -0.30174469279800336663
                  0.37250576030466309163
                 -0.29624614682824401690
                  0.05378228031672808301
                  0.25246365637860190834
                 -0.21400524365601147903
                 -0.21593633845642076774
                  0.46509249843282124415
                 -0.11805927673349736473
                 -0.00715928806293915799
                  0.02147195515350499781
                 -0.21330920473693365524
                 -0.04888444519241622044
                 -0.05874758806818482226
                  0.10654481900129066096
                  0.37412044007063899320
                  0.17316189477791821272
                  0.11766282513845380264
                 -0.10717551156950720637
                  0.31203037147319945266
                  0.22060922465113899649
                 -0.19055447019566204570
                  0.06543602720647852256
                 -0.32760425921671781913
                 -0.10458808783178610846
                 -0.20376494812216250363
                  0.16539919859219590070
                 -0.02697352835622243011
                 -0.21810131979410066205
                  0.41097545545216823681
                 -0.29767334163870762254
                 -0.11368064360110011202
                 -0.30374075356898277978
                  0.27325270260495038155
                  0.02305492681723242746
                  0.33120875860571413751
                  0.05653619045874125337
                  0.28530434184767378136
                 -0.27231062156997187795
                  0.19805501931447413999
                  0.46299288907651348079
                 -0.15926962618390885784
                 -0.01692745363616687468
                  0.08836533546951026719
                  0.00372419128559397811
                 -0.11858300538321764339
                 -0.34755544400306753738
                  0.22913155704206927821
                 -0.30996208656798507342
                  0.44056193448262753742
                 -0.34927961171295990317
                  0.33294441005504959996
                  0.07236410602130408098
                 -0.08132573441771367984
                 -0.25730793972455268115
                  0.19357662561179134197
                  0.06055584495318212107
                  0.60106728405741238763
                 -0.35016939793726425956
                 -0.19101993730154989692
                 -0.16651112657886354973
                  0.01479462233142495031
                 -0.14981690891666438192
                 -0.16011411095879798938
                  0.01695521265806767056
                  0.38342485284408539536
                  0.01677636285708034025
                  0.26259053813834903890
                  0.10574393274138556287
                 -0.36095248659603418329
                 -0.45822735776313139322
                  0.00973134418070499899
                 -0.70918072069282001024
                 -0.14994590222540193913
                 -0.37028730506104001741
                 -0.04605282610426357504
                  0.65830028191942291382
                  0.54503443516736682639
                 -0.04502467884350944138
                  0.35561008741390520704
                 -0.84946457880517667327
                 -0.10578874576838345756
                 -0.21074877673721228999
                 -0.14383560568177936045
                  0.08290566925991041392
                  0.39312638335594246586
                  0.11556320478840351185
                  0.00734225966944446109
                  0.01805679801129305567
                  0.31782849197893475734
                  0.07201219170232114886
                  0.05176694922662637005
                 -0.31156915354444914001
                  0.06101310326878137125
                  0.35801176497847164715
                  0.52461946293640671080
                  0.02054259153627797929
                 -0.11815854266714853615
                 -0.04719892363831087317
                  0.26925356054646554238
                  0.14649125467622856056
                 -0.03418920551092893834
                  0.10783726737664951767
                 -0.34714621992482241897
                 -0.12104856562025656519
                 -0.34482659167890933327
                  0.04691357134246715993
                  0.30154079816718409868
                  0.14054712157115700766
                 -0.28279992706035472771
                  0.30309411642993716596
                 -0.05498654639634482921
                 -0.20420488026224117850
                 -0.33523391462291302068
                 -0.29756346031980823730
                 -0.13782021759890894508
                  0.12526301830020017403
                 -0.23753456329545769021
                 -0.35760569352668375442
                  0.21649547079026196239
                  0.43103302394181286505
                  0.09071840903515028531
                 -0.02037629167795933227
                  0.17844019604178157357
                 -0.16477770450565301652
                 -0.17500653769094534629
                  0.26044367350662478433
                  0.04650127902583198886
                  0.24481060605875104574
                 -0.03462229911261713311
                  0.07599267654388190685
                 -0.12085136503847355993
                  0.21309623375652411714
                 -0.05389214542942561553
                 -0.09267196413752505635
                  0.24948520260761938849
                 -0.05422814215833164642
                  0.26174671011702377310
                 -0.09056181296454231255
                  0.33210000377496645685
                 -0.28597416040966677775
                  0.36246134080945324740
                 -0.20430912477153531648
                 -0.34731225821751121607
                  0.09664135997883202545
                  0.01945957564971854958
                  0.25304663010684164126
                 -0.18246039807585343051
                  0.03877486250520042338
                  0.32674971431573363034
                  0.16558935265074778420
                  0.07913846716368763690
                  0.25962771789990551907
                  0.10298521065315008327
                  0.37611516310322368195
                  0.33699225374706287539
                  0.10103464080642678147
                 -0.57482528658161424762
                  0.44673197310930790049
                 -0.24364734529896392434
                  0.07298721254271971215
                  0.48951407800233798229
                  0.12439140311064694755
                 -0.09941773177035290177
                  0.03599170608956873962
                 -0.05998136368474580454
                  0.13059853805719631725
                  0.47822381248211848215
                 -0.11889318158155313954
                 -0.15152904447689802270
                 -0.03950937800835293418
                  0.13887604173751855186
                  0.18478329019019018586
                  0.01071757679905914820
                 -0.03044006289912330743
                 -0.22384939726316566144
                 -0.13898210579854763935
                  0.39950148036879451485
                  0.39490881432478713853
                 -0.07145696930452520579
                 -0.51876188431557224146
                 -0.26538323891197751481
                 -0.36638919255584412316
                  0.55847057840288361064
                 -0.45008027060218958049
                  0.13055207957399031504
                  0.03701337480052894341
                  0.65442142429625438371
                  0.10195432899976787644
                  0.14319973735512747659
                 -0.33431335282708618539
                  0.04331151869171213920
                 -0.38649295357252932970
                 -0.61936185463031312448
                 -0.31382773629616605993
                  0.06500413025677580225
                  0.02015293284176890645
                 -0.28750117927802482098
                  0.18666720238470618787
                 -0.09213705368252080030
                 -0.02991412537678751066
                 -0.31422950456100029459
                 -0.10319606818546525617
                  0.06674408558817152004
                  0.47276082473232150516
                 -0.13666969818264229630
                 -0.33005903323038793262
                  0.27811398544611909411
                 -0.14653013224314212493
                  0.21009019256219474414
                  0.02693990511236265400
                  0.04508016128278678064
                  0.03841367145412422773
                 -0.13166910001095299965
                  0.82715385323949963681
                  0.25628053368098713261
                 -0.18652057874445265861
                 -0.36364793342125839581
                  0.03669352823659437213
                  0.50895590785121425093
                  0.53016621713263223370
                  0.33087653266522609741
                 -0.08991462476298255069
                 -0.09778285991371123143
                  0.17719633024080663763
                 -0.09118654448600586881
                  0.67385771867795563050
                 -0.40255357870694868927
                 -0.03071523598670534635
                  0.56940936497984273590
                  0.32887218323956762811
                  0.25748173790899059332
                 -0.14295557150209142749
                 -0.22284856488258575347
                  0.08854872979579812842
                 -0.11352695493478073829
                  0.48433527318633096126
                  0.37917574159268413458
                 -0.49638422726079728386
                 -0.01065101930544914803
                 -0.15826167320660419757
                 -0.12035418590819473017
                 -0.42441427395601782901
                  0.17315333038977340219
                 -0.13610890122556898452
                  0.03221612227648096294
                 -0.17544220955163891684
                 -0.07369116611443002340
                 -0.27307858119610234349
                 -0.09489167730493060227
                 -0.08921517039640160240
                  0.17556299379671327920
                 -0.02838096649461569615
                 -0.11687857674276826148
                 -0.21493776174375317511
                  0.37247329158221970102
                  0.22233880930696811595
                  0.10429056643892929690
                  0.09247503367430948140
                 -0.33781038637145299752
                 -0.05569013279937099631
                 -0.35704719101100607093
                  0.08014285247704398818
                 -0.23630591990541674474
                 -0.20808175394553615756
                  0.30531074396668556048
                  0.04837643340511557644
                  0.34789293737725462963
                 -0.26815032384826742451
                 -0.38666372490767253467
                  0.22944455111517966794
                  0.27548201917350467749
                 -0.14334247079381287615
                 -0.33029260559405748676
                 -0.23780012786883852893
                  0.00358183605284813963
                  0.05239457081131337901
                  0.25019048077379446582
                  0.05505748220050529773
                  0.34795101730012056862
                  0.39464704578579534733
                 -0.23124330897129966034
                 -0.02553636404740002724
                 -0.28021519824908069918
                  0.08171617304228000200
                  0.26910568480807550706
                 -0.28575408604006652391
                 -0.19606607977605169935
                 -0.15218580806365994418
                 -0.03898890247750518706
                 -0.00266497155715617875
                  0.06757007957656882557
                 -0.26883815483102674326
                 -0.17470162267183494964
                 -0.38454423351475092163
                 -0.02586702992433364753
                 -0.23407126071343842266
                 -0.25263279285498424498
                 -0.16689207246449327959
                  0.35131004397952608764
                  0.31913093440392675815
                 -0.29263703917609246163
                  0.06533309344390790530
                 -0.30785108070527167357
                 -0.13628064609296072773
                  0.20603108132986233669
                 -0.10263701302903574519
                 -0.01838175432412916810
                  0.29265449965685502720
                 -0.24022405039562769180
                 -0.06153526024730322092
                 -0.39370703793688449634
                 -0.04259352364095096710
                 -0.44740095636705651261
                  0.78805527230578664710
                  0.16915248762474863198
                  0.80461459535892232431
                 -0.12547168830749000357
                  0.57007162153508528224
                 -0.07979431200317536887
                 -0.06332848706826994800
                 -0.46142782121652720084
                  0.18321361182071038698
                 -0.43445325190763040002
                  0.14869328276833942981
                  0.13272614712005736948
                  0.00419466180180427285
                 -0.65999389478709336032
                 -0.02509063350272801307
                 -0.07168167824897413165
                 -0.29858246615628369902
                  0.04541082054363675818
                  0.28161389884927690019
                  0.20507262032327758239
                 -0.55195585207418229601
                 -0.43289062304861303243
                  0.36707357618802721744
                 -0.01192311210484756426
                  0.15598133939973821138
                  0.34014479078899034770
                  0.09862979474768125698
                  0.52712241280194671589
                 -0.18128650132696935704
                 -0.15175250643456772437
                 -0.05001686901254668444
                  0.05198904933706500336
                  0.20700142126902476569
                  0.30006297589097236100
                 -0.40587407062161273696
                  0.31770879065830331944
                 -0.18519576944884230674
                 -0.34110205303602053606
                  0.29523644289070222202
                  0.51201794309232928626
                  0.08612518484021629284
                 -0.22391063745976852450
                 -0.00420181539193164970
                 -0.17040469716876216477
                  0.48687104627502342247
                  0.03057313707936144473
                  0.64939001410405039483
                  0.52668296642001810604
                 -0.73682046374428222801
                 -0.59368693762637037015
                 -0.33776358181977528261
                  0.16538733179631368020
                  0.30009473801612535082
                  0.08988576485055688181
                 -0.22270367954430619895
                 -0.16441741379368984832
                  0.08473118582046033909
                  0.35066407951200934123
                  0.14180512565302844097
                  0.13174518037678414895
                  0.32884653964905508072
                 -0.01552233640213903677
                  0.57229766226223210968
                  0.32368048714362956941
                 -0.10463530083670270765
                 -0.52426171143298927468
                 -0.06396827093010455656
                  0.55237838297476826721
                  0.11773172825199386404
                  0.37676462178326208807
                  0.10865630240861087752
                 -0.19140048779446941496
                  0.18024103168227792460
                 -0.53243946213535431333
                 -0.11164215063406257578
                  0.17795375626692080950
                 -0.71259370332536808856
                  0.10861597054027738452
                 -0.27477429416682175312
                 -0.15183895129767299714
                  0.10252807713295147840
                 -0.25526516692852974089
                 -0.16337388975862401908
                  0.18441335650120388445
                 -0.52868415517254163660
